gene	gene_id	lof.oe_ci.upper	is_constrained
DUSP23	ENSG00000158716	1.352	FALSE
DUSP26	ENSG00000133878	0.977	FALSE
DUSP28	ENSG00000188542	1.977	FALSE
DUSP29	ENSG00000188716	1.44	FALSE
DUSP3	ENSG00000108861	1.062	FALSE
DUSP4	ENSG00000120875	0.808	FALSE
DUSP5	ENSG00000138166	1.069	FALSE
DUSP6	ENSG00000139318	0.45	FALSE
DUSP7	ENSG00000164086	0.547	FALSE
DUSP8	ENSG00000184545	0.813	FALSE
DUT	ENSG00000128951	1.684	FALSE
DUXA	ENSG00000258873	1.18	FALSE
DVL1	ENSG00000107404	1.046	FALSE
DVL2	ENSG00000004975	0.719	FALSE
DVL3	ENSG00000161202	0.536	FALSE
DXO	ENSG00000204348	1.264	FALSE
DYDC1	ENSG00000170788	1.06	FALSE
DYDC2	ENSG00000133665	1.404	FALSE
DYM	ENSG00000141627	1.081	FALSE
DYNAP	ENSG00000178690	1.221	FALSE
DYNC1H1	ENSG00000197102	0.117	TRUE
DYNC1I1	ENSG00000158560	0.647	FALSE
DYNC1I2	ENSG00000077380	0.84	FALSE
DYNC1LI1	ENSG00000144635	0.502	FALSE
DYNC1LI2	ENSG00000135720	0.474	FALSE
DYNC2H1	ENSG00000187240	0.859	FALSE
DYNC2I1	ENSG00000126870	0.802	FALSE
DYNC2I2	ENSG00000119333	1.036	FALSE
DYNC2LI1	ENSG00000138036	1.028	FALSE
DYNLL1	ENSG00000088986	0.744	FALSE
DYNLL2	ENSG00000264364	0.462	FALSE
DYNLRB1	ENSG00000125971	0.851	FALSE
DYNLRB2	ENSG00000168589	1.624	FALSE
DYNLT1	ENSG00000146425	1.276	FALSE
DYNLT2	ENSG00000184786	1.376	FALSE
DYNLT2B	ENSG00000213123	1.236	FALSE
DYNLT4	ENSG00000188396	1.943	FALSE
DYNLT5	ENSG00000152760	1.657	FALSE
DYRK1A	ENSG00000157540	0.172	TRUE
DYRK1B	ENSG00000105204	0.548	FALSE
DYRK2	ENSG00000127334	0.494	FALSE
DYRK3	ENSG00000143479	1.023	FALSE
DYRK4	ENSG00000010219	1.118	FALSE
DYSF	ENSG00000135636	0.836	FALSE
DYTN	ENSG00000232125	1.328	FALSE
DZANK1	ENSG00000089091	1.264	FALSE
DZIP1	ENSG00000134874	1.01	FALSE
DZIP1L	ENSG00000158163	1.257	FALSE
DZIP3	ENSG00000198919	0.781	FALSE
E2F1	ENSG00000101412	0.399	TRUE
E2F2	ENSG00000007968	0.761	FALSE
E2F3	ENSG00000112242	0.393	TRUE
E2F4	ENSG00000205250	0.615	FALSE
E2F5	ENSG00000133740	1.008	FALSE
E2F6	ENSG00000169016	1.073	FALSE
E2F7	ENSG00000165891	0.58	FALSE
E2F8	ENSG00000129173	0.539	FALSE
E4F1	ENSG00000167967	0.638	FALSE
EAF1	ENSG00000144597	1.012	FALSE
EAF2	ENSG00000145088	1.136	FALSE
EAPP	ENSG00000129518	1.441	FALSE
EARS2	ENSG00000103356	1.138	FALSE
EBAG9	ENSG00000147654	0.664	FALSE
EBF1	ENSG00000164330	0.264	TRUE
EBF2	ENSG00000221818	0.394	TRUE
EBF3	ENSG00000108001	0.353	TRUE
EBF4	ENSG00000088881	0.868	FALSE
EBI3	ENSG00000105246	1.373	FALSE
EBLN1	ENSG00000223601	1.908	FALSE
EBLN2	ENSG00000255423	1.962	FALSE
EBNA1BP2	ENSG00000117395	1.006	FALSE
EBPL	ENSG00000123179	1.412	FALSE
ECD	ENSG00000122882	0.888	FALSE
ECE1	ENSG00000117298	0.482	FALSE
ECE2	ENSG00000145194	0.965	FALSE
ECEL1	ENSG00000171551	1.099	FALSE
ECH1	ENSG00000104823	1.083	FALSE
ECHDC1	ENSG00000093144	1.452	FALSE
ECHDC2	ENSG00000121310	1.033	FALSE
ECHDC3	ENSG00000134463	1.614	FALSE
ECHS1	ENSG00000127884	0.907	FALSE
ECI1	ENSG00000167969	1.485	FALSE
ECI2	ENSG00000198721	0.949	FALSE
ECM1	ENSG00000143369	1.051	FALSE
ECM2	ENSG00000106823	1.003	FALSE
ECPAS	ENSG00000136813	0.316	TRUE
ECRG4	ENSG00000119147	1.525	FALSE
ECSCR	ENSG00000249751	1.27	FALSE
ECSIT	ENSG00000130159	1.033	FALSE
ECT2	ENSG00000114346	0.664	FALSE
ECT2L	ENSG00000203734	1.127	FALSE
EDAR	ENSG00000135960	0.927	FALSE
EDARADD	ENSG00000186197	0.991	FALSE
EDC3	ENSG00000179151	0.656	FALSE
EDC4	ENSG00000038358	0.494	FALSE
EDDM13	ENSG00000267710	1.943	FALSE
EDDM3A	ENSG00000181562	1.943	FALSE
EDDM3B	ENSG00000181552	1.883	FALSE
EDEM1	ENSG00000134109	1.115	FALSE
EDEM2	ENSG00000088298	0.749	FALSE
EDEM3	ENSG00000116406	0.671	FALSE
EDF1	ENSG00000107223	0.497	FALSE
EDIL3	ENSG00000164176	0.705	FALSE
EDN1	ENSG00000078401	0.84	FALSE
EDN2	ENSG00000127129	0.969	FALSE
EDN3	ENSG00000124205	0.696	FALSE
EDNRA	ENSG00000151617	0.424	FALSE
EDNRB	ENSG00000136160	0.585	FALSE
EDRF1	ENSG00000107938	0.53	FALSE
EEA1	ENSG00000102189	0.663	FALSE
EED	ENSG00000074266	0.41	FALSE
EEF1A1	ENSG00000156508	0.126	TRUE
EEF1A2	ENSG00000101210	0.314	TRUE
EEF1AKMT1	ENSG00000150456	1.169	FALSE
EEF1AKMT2	ENSG00000203791	1.589	FALSE
EEF1AKMT3	ENSG00000123427	1.345	FALSE
EEF1AKMT4	ENSG00000284753	1.045	FALSE
EEF1AKMT4-ECE2	ENSG00000284917	0.885	FALSE
EEF1B2	ENSG00000114942	0.688	FALSE
EEF1D	ENSG00000104529	1.085	FALSE
EEF1E1	ENSG00000124802	1.35	FALSE
EEF1E1-BLOC1S5	ENSG00000265818	NA	NA
EEF1G	ENSG00000254772	0.397	TRUE
EEF2	ENSG00000167658	0.39	TRUE
EEF2K	ENSG00000103319	0.896	FALSE
EEF2KMT	ENSG00000118894	1.377	FALSE
EEFSEC	ENSG00000132394	1.345	FALSE
EEPD1	ENSG00000122547	0.561	FALSE
EFCAB1	ENSG00000034239	1.35	FALSE
EFCAB10	ENSG00000185055	1.884	FALSE
EFCAB11	ENSG00000140025	1.06	FALSE
EFCAB12	ENSG00000172771	1.061	FALSE
EFCAB13	ENSG00000178852	0.953	FALSE
EFCAB14	ENSG00000159658	0.962	FALSE
EFCAB2	ENSG00000203666	1.466	FALSE
EFCAB3	ENSG00000172421	1.102	FALSE
EFCAB5	ENSG00000176927	0.908	FALSE
EFCAB6	ENSG00000186976	1.013	FALSE
EFCAB7	ENSG00000203965	1.112	FALSE
EFCAB8	ENSG00000215529	0.946	FALSE
EFCAB9	ENSG00000214360	1.493	FALSE
EFCC1	ENSG00000114654	1.434	FALSE
EFEMP1	ENSG00000115380	0.373	TRUE
EFEMP2	ENSG00000172638	0.56	FALSE
EFHB	ENSG00000163576	1.244	FALSE
EFHC1	ENSG00000096093	0.906	FALSE
EFHD1	ENSG00000115468	1.121	FALSE
EFHD2	ENSG00000142634	1.182	FALSE
EFL1	ENSG00000140598	0.718	FALSE
EFNA1	ENSG00000169242	0.59	FALSE
EFNA2	ENSG00000099617	1.447	FALSE
EFNA3	ENSG00000143590	1.033	FALSE
EFNA4	ENSG00000243364	1.332	FALSE
EFNA5	ENSG00000184349	0.476	FALSE
EFNB2	ENSG00000125266	0.261	TRUE
EFNB3	ENSG00000108947	0.805	FALSE
EFR3A	ENSG00000132294	0.967	FALSE
EFR3B	ENSG00000084710	0.747	FALSE
EFS	ENSG00000100842	1.165	FALSE
EFTUD2	ENSG00000108883	0.145	TRUE
EGF	ENSG00000138798	0.741	FALSE
EGFL7	ENSG00000172889	1.797	FALSE
EGFL8	ENSG00000241404	1.091	FALSE
EGFLAM	ENSG00000164318	0.83	FALSE
EGFR	ENSG00000146648	0.475	FALSE
EGLN1	ENSG00000135766	0.739	FALSE
EGLN2	ENSG00000269858	0.582	FALSE
EGLN3	ENSG00000129521	0.8	FALSE
EGR1	ENSG00000120738	0.462	FALSE
EGR2	ENSG00000122877	0.401	FALSE
EGR3	ENSG00000179388	0.396	TRUE
EGR4	ENSG00000135625	1.564	FALSE
EHBP1	ENSG00000115504	0.557	FALSE
EHBP1L1	ENSG00000173442	1.062	FALSE
EHD1	ENSG00000110047	0.676	FALSE
EHD2	ENSG00000024422	1.023	FALSE
EHD3	ENSG00000013016	0.578	FALSE
EHD4	ENSG00000103966	1.018	FALSE
EHF	ENSG00000135373	0.483	FALSE
EHHADH	ENSG00000113790	0.873	FALSE
EHMT1	ENSG00000181090	0.159	TRUE
EHMT2	ENSG00000204371	0.492	FALSE
EI24	ENSG00000149547	0.722	FALSE
EID1	ENSG00000255302	0.544	FALSE
EID2	ENSG00000176396	1.295	FALSE
EID2B	ENSG00000176401	1.759	FALSE
EID3	ENSG00000255150	1.908	FALSE
EIF1	ENSG00000173812	0.626	FALSE
EIF1AD	ENSG00000175376	0.689	FALSE
EIF1B	ENSG00000114784	0.8	FALSE
EIF2A	ENSG00000144895	1.107	FALSE
EIF2AK1	ENSG00000086232	0.884	FALSE
EIF2AK2	ENSG00000055332	0.735	FALSE
EIF2AK3	ENSG00000172071	0.606	FALSE
EIF2AK4	ENSG00000128829	0.75	FALSE
EIF2B1	ENSG00000111361	1.06	FALSE
EIF2B2	ENSG00000119718	1.25	FALSE
EIF2B3	ENSG00000070785	0.522	FALSE
EIF2B4	ENSG00000115211	0.687	FALSE
EIF2B5	ENSG00000145191	0.544	FALSE
EIF2D	ENSG00000143486	0.862	FALSE
EIF2S1	ENSG00000134001	0.268	TRUE
EIF2S2	ENSG00000125977	0.261	TRUE
EIF2S3B	ENSG00000180574	0.896	FALSE
EIF3A	ENSG00000107581	0.18	TRUE
EIF3B	ENSG00000106263	0.107	TRUE
EIF3C	ENSG00000184110	0.746	FALSE
EIF3D	ENSG00000100353	0.191	TRUE
EIF3E	ENSG00000104408	0.825	FALSE
EIF3F	ENSG00000175390	0.46	FALSE
EIF3G	ENSG00000130811	0.408	FALSE
EIF3H	ENSG00000147677	0.799	FALSE
EIF3I	ENSG00000084623	0.658	FALSE
EIF3J	ENSG00000104131	0.677	FALSE
EIF3K	ENSG00000178982	1.041	FALSE
EIF3L	ENSG00000100129	0.585	FALSE
EIF3M	ENSG00000149100	0.631	FALSE
EIF4A1	ENSG00000161960	0.337	TRUE
EIF4A2	ENSG00000156976	0.298	TRUE
EIF4A3	ENSG00000141543	0.084	TRUE
EIF4B	ENSG00000063046	0.176	TRUE
EIF4E	ENSG00000151247	0.09	TRUE
EIF4E1B	ENSG00000175766	1.085	FALSE
EIF4E2	ENSG00000135930	0.726	FALSE
EIF4E3	ENSG00000163412	1.256	FALSE
EIF4EBP1	ENSG00000187840	1.282	FALSE
EIF4EBP2	ENSG00000148730	1.607	FALSE
EIF4EBP3	ENSG00000243056	1.594	FALSE
EIF4ENIF1	ENSG00000184708	0.285	TRUE
EIF4G1	ENSG00000114867	0.048	TRUE
EIF4G2	ENSG00000110321	0.117	TRUE
EIF4G3	ENSG00000075151	0.213	TRUE
EIF4H	ENSG00000106682	0.507	FALSE
EIF5	ENSG00000100664	0.347	TRUE
EIF5A	ENSG00000132507	0.278	TRUE
EIF5A2	ENSG00000163577	1.301	FALSE
EIF5AL1	ENSG00000253626	1.225	FALSE
EIF5B	ENSG00000158417	0.382	TRUE
EIF6	ENSG00000242372	0.623	FALSE
EIPR1	ENSG00000032389	0.76	FALSE
ELAC1	ENSG00000141642	1.045	FALSE
ELAC2	ENSG00000006744	1.02	FALSE
ELANE	ENSG00000197561	1.245	FALSE
ELAPOR1	ENSG00000116299	0.768	FALSE
ELAPOR2	ENSG00000164659	0.939	FALSE
ELAVL1	ENSG00000066044	0.158	TRUE
ELAVL2	ENSG00000107105	0.249	TRUE
ELAVL3	ENSG00000196361	0.412	FALSE
ELAVL4	ENSG00000162374	0.137	TRUE
ELF1	ENSG00000120690	0.656	FALSE
ELF2	ENSG00000109381	0.271	TRUE
ELF3	ENSG00000163435	0.678	FALSE
ELF5	ENSG00000135374	1.064	FALSE
ELFN1	ENSG00000225968	1.841	FALSE
ELFN2	ENSG00000166897	0.566	FALSE
ELK3	ENSG00000111145	0.608	FALSE
ELK4	ENSG00000158711	0.856	FALSE
ELL	ENSG00000105656	0.466	FALSE
ELL2	ENSG00000118985	0.348	TRUE
ELL3	ENSG00000128886	1.018	FALSE
ELMO1	ENSG00000155849	0.343	TRUE
ELMO2	ENSG00000062598	0.486	FALSE
ELMO3	ENSG00000102890	1.093	FALSE
ELMOD1	ENSG00000110675	0.665	FALSE
ELMOD2	ENSG00000179387	0.881	FALSE
ELMOD3	ENSG00000115459	1.021	FALSE
ELN	ENSG00000049540	0.696	FALSE
ELOA	ENSG00000011007	0.285	TRUE
ELOA2	ENSG00000206181	1.841	FALSE
ELOA3CP	ENSG00000275553	NA	NA
ELOB	ENSG00000103363	0.788	FALSE
ELOC	ENSG00000154582	0.304	TRUE
ELOF1	ENSG00000130165	1.226	FALSE
ELOVL1	ENSG00000066322	0.427	FALSE
ELOVL2	ENSG00000197977	1.336	FALSE
ELOVL3	ENSG00000119915	1.134	FALSE
ELOVL4	ENSG00000118402	0.649	FALSE
ELOVL5	ENSG00000012660	0.405	FALSE
ELOVL6	ENSG00000170522	0.428	FALSE
ELOVL7	ENSG00000164181	1.035	FALSE
ELP1	ENSG00000070061	0.803	FALSE
ELP2	ENSG00000134759	0.869	FALSE
ELP3	ENSG00000134014	0.936	FALSE
ELP4	ENSG00000109911	1.377	FALSE
ELP5	ENSG00000170291	1.329	FALSE
ELP6	ENSG00000163832	1.204	FALSE
ELSPBP1	ENSG00000169393	1.467	FALSE
EMB	ENSG00000170571	0.889	FALSE
EMC1	ENSG00000127463	0.913	FALSE
EMC10	ENSG00000161671	1.606	FALSE
EMC2	ENSG00000104412	1.84	FALSE
EMC3	ENSG00000125037	0.548	FALSE
EMC4	ENSG00000128463	0.707	FALSE
EMC6	ENSG00000127774	0.734	FALSE
EMC7	ENSG00000134153	0.375	TRUE
EMC8	ENSG00000131148	0.915	FALSE
EMC9	ENSG00000100908	1.115	FALSE
EMCN	ENSG00000164035	1.355	FALSE
EME1	ENSG00000154920	1.248	FALSE
EME2	ENSG00000197774	1.942	FALSE
EMG1	ENSG00000126749	1.228	FALSE
EMID1	ENSG00000186998	0.994	FALSE
EMILIN1	ENSG00000138080	0.832	FALSE
EMILIN2	ENSG00000132205	1.047	FALSE
EMILIN3	ENSG00000183798	1.127	FALSE
EML1	ENSG00000066629	0.36	TRUE
EML2	ENSG00000125746	0.845	FALSE
EML3	ENSG00000149499	0.63	FALSE
EML4	ENSG00000143924	0.68	FALSE
EML5	ENSG00000165521	0.565	FALSE
EML6	ENSG00000214595	0.726	FALSE
EMP1	ENSG00000134531	0.629	FALSE
EMP2	ENSG00000213853	1.855	FALSE
EMP3	ENSG00000142227	1.021	FALSE
EMSY	ENSG00000158636	0.262	TRUE
EMX1	ENSG00000135638	1.324	FALSE
EMX2	ENSG00000170370	0.499	FALSE
EN1	ENSG00000163064	0.724	FALSE
EN2	ENSG00000164778	0.775	FALSE
ENAH	ENSG00000154380	0.423	FALSE
ENAM	ENSG00000132464	0.892	FALSE
ENC1	ENSG00000171617	0.653	FALSE
ENDOD1	ENSG00000149218	1.843	FALSE
ENDOG	ENSG00000167136	1.847	FALSE
ENDOU	ENSG00000111405	1.094	FALSE
ENDOV	ENSG00000173818	1.439	FALSE
ENG	ENSG00000106991	0.374	TRUE
ENGASE	ENSG00000167280	1.018	FALSE
ENHO	ENSG00000168913	1.871	FALSE
ENKD1	ENSG00000124074	1.474	FALSE
ENKUR	ENSG00000151023	0.98	FALSE
ENO1	ENSG00000074800	0.926	FALSE
ENO2	ENSG00000111674	0.542	FALSE
ENO3	ENSG00000108515	1.181	FALSE
ENO4	ENSG00000188316	0.888	FALSE
ENOPH1	ENSG00000145293	0.733	FALSE
ENOSF1	ENSG00000132199	1.236	FALSE
ENOX1	ENSG00000120658	0.627	FALSE
ENPEP	ENSG00000138792	1.026	FALSE
ENPP1	ENSG00000197594	0.729	FALSE
ENPP2	ENSG00000136960	0.639	FALSE
ENPP3	ENSG00000154269	1.211	FALSE
ENPP4	ENSG00000001561	0.835	FALSE
ENPP5	ENSG00000112796	1.113	FALSE
ENPP6	ENSG00000164303	0.997	FALSE
ENPP7	ENSG00000182156	1.471	FALSE
ENSA	ENSG00000143420	0.79	FALSE
ENTHD1	ENSG00000176177	0.928	FALSE
ENTPD1	ENSG00000138185	0.737	FALSE
ENTPD2	ENSG00000054179	1.377	FALSE
ENTPD3	ENSG00000168032	1.454	FALSE
ENTPD4	ENSG00000197217	0.905	FALSE
ENTPD5	ENSG00000187097	0.945	FALSE
ENTPD6	ENSG00000197586	0.949	FALSE
ENTPD7	ENSG00000198018	0.813	FALSE
ENTPD8	ENSG00000188833	0.989	FALSE
ENTR1	ENSG00000165689	1.338	FALSE
ENY2	ENSG00000120533	0.739	FALSE
EOGT	ENSG00000163378	1.121	FALSE
EOMES	ENSG00000163508	0.493	FALSE
EP300	ENSG00000100393	0.164	TRUE
EP400	ENSG00000183495	0.365	TRUE
EPAS1	ENSG00000116016	0.366	TRUE
EPB41	ENSG00000159023	0.738	FALSE
EPB41L1	ENSG00000088367	0.386	TRUE
EPB41L2	ENSG00000079819	0.514	FALSE
EPB41L3	ENSG00000082397	0.562	FALSE
EPB41L4A	ENSG00000129595	1.261	FALSE
EPB41L4B	ENSG00000095203	0.286	TRUE
EPB41L5	ENSG00000115109	0.609	FALSE
EPB42	ENSG00000166947	0.771	FALSE
EPC1	ENSG00000120616	0.229	TRUE
EPC2	ENSG00000135999	0.203	TRUE
EPCAM	ENSG00000119888	1.341	FALSE
EPDR1	ENSG00000086289	1.626	FALSE
EPG5	ENSG00000152223	0.58	FALSE
EPGN	ENSG00000182585	1.456	FALSE
EPHA1	ENSG00000146904	0.989	FALSE
EPHA10	ENSG00000183317	1.481	FALSE
EPHA2	ENSG00000142627	0.652	FALSE
EPHA3	ENSG00000044524	0.508	FALSE
EPHA4	ENSG00000116106	0.256	TRUE
EPHA5	ENSG00000145242	0.711	FALSE
EPHA6	ENSG00000080224	0.633	FALSE
EPHA7	ENSG00000135333	0.282	TRUE
EPHA8	ENSG00000070886	0.717	FALSE
EPHB1	ENSG00000154928	0.441	FALSE
EPHB2	ENSG00000133216	0.265	TRUE
EPHB3	ENSG00000182580	0.435	FALSE
EPHB4	ENSG00000196411	0.645	FALSE
EPHB6	ENSG00000106123	0.607	FALSE
EPHX1	ENSG00000143819	1.1	FALSE
EPHX2	ENSG00000120915	1.093	FALSE
EPHX3	ENSG00000105131	1.166	FALSE
EPHX4	ENSG00000172031	0.931	FALSE
EPM2A	ENSG00000112425	1.191	FALSE
EPM2AIP1	ENSG00000178567	0.691	FALSE
EPN1	ENSG00000063245	0.736	FALSE
EPN2	ENSG00000072134	0.804	FALSE
EPN3	ENSG00000049283	1.251	FALSE
EPO	ENSG00000130427	0.819	FALSE
EPOP	ENSG00000273604	1.896	FALSE
EPOR	ENSG00000187266	0.787	FALSE
EPPIN	ENSG00000101448	1.345	FALSE
EPPIN-WFDC6	ENSG00000249139	1.33	FALSE
EPPK1	ENSG00000261150	1.929	FALSE
EPRS1	ENSG00000136628	0.549	FALSE
EPS15	ENSG00000085832	0.849	FALSE
EPS15L1	ENSG00000127527	0.453	FALSE
EPS8	ENSG00000151491	0.443	FALSE
EPS8L1	ENSG00000131037	1.361	FALSE
EPS8L2	ENSG00000177106	1.164	FALSE
EPS8L3	ENSG00000198758	1.052	FALSE
EPSTI1	ENSG00000133106	1.59	FALSE
EPX	ENSG00000121053	0.984	FALSE
EPYC	ENSG00000083782	1.396	FALSE
EQTN	ENSG00000120160	1.732	FALSE
ERAL1	ENSG00000132591	0.844	FALSE
ERAP1	ENSG00000164307	0.947	FALSE
ERAP2	ENSG00000164308	1.284	FALSE
ERBB2	ENSG00000141736	0.518	FALSE
ERBB3	ENSG00000065361	0.695	FALSE
ERBB4	ENSG00000178568	0.357	TRUE
ERBIN	ENSG00000112851	0.526	FALSE
ERC1	ENSG00000082805	0.503	FALSE
ERC2	ENSG00000187672	0.476	FALSE
ERCC1	ENSG00000012061	1.306	FALSE
ERCC2	ENSG00000104884	1.089	FALSE
ERCC3	ENSG00000163161	0.797	FALSE
ERCC4	ENSG00000175595	0.984	FALSE
ERCC5	ENSG00000134899	0.766	FALSE
ERCC6	ENSG00000225830	0.803	FALSE
ERCC6L2	ENSG00000182150	0.792	FALSE
ERCC8	ENSG00000049167	1.608	FALSE
EREG	ENSG00000124882	1.843	FALSE
ERF	ENSG00000105722	0.443	FALSE
ERFE	ENSG00000178752	1.697	FALSE
ERFL	ENSG00000268041	0.603	FALSE
ERG	ENSG00000157554	0.234	TRUE
ERG28	ENSG00000133935	0.951	FALSE
ERGIC1	ENSG00000113719	0.683	FALSE
ERGIC2	ENSG00000087502	1.266	FALSE
ERGIC3	ENSG00000125991	0.781	FALSE
ERH	ENSG00000100632	0.43	FALSE
ERI1	ENSG00000104626	1.526	FALSE
ERI2	ENSG00000196678	0.981	FALSE
ERI3	ENSG00000117419	0.651	FALSE
ERICH1	ENSG00000104714	1.79	FALSE
ERICH2	ENSG00000204334	1.545	FALSE
ERICH3	ENSG00000178965	1.119	FALSE
ERICH4	ENSG00000204978	1.89	FALSE
ERICH5	ENSG00000177459	1.148	FALSE
ERICH6	ENSG00000163645	1.147	FALSE
ERICH6B	ENSG00000165837	1.023	FALSE
ERLEC1	ENSG00000068912	0.946	FALSE
ERLIN1	ENSG00000107566	1.049	FALSE
ERLIN2	ENSG00000147475	0.703	FALSE
ERMAP	ENSG00000164010	0.913	FALSE
ERMARD	ENSG00000130023	0.996	FALSE
ERMN	ENSG00000136541	0.963	FALSE
ERMP1	ENSG00000099219	1.239	FALSE
ERN1	ENSG00000178607	0.498	FALSE
ERN2	ENSG00000134398	1.209	FALSE
ERO1A	ENSG00000197930	1.216	FALSE
ERO1B	ENSG00000086619	0.835	FALSE
ERP27	ENSG00000139055	1.072	FALSE
ERP29	ENSG00000089248	0.962	FALSE
ERP44	ENSG00000023318	0.816	FALSE
ERRFI1	ENSG00000116285	1.088	FALSE
ERV3-1	ENSG00000213462	NA	NA
ERVFRD-1	ENSG00000244476	0.957	FALSE
ERVMER34-1	ENSG00000226887	1.821	FALSE
ERVV-1	ENSG00000269526	NA	NA
ERVV-2	ENSG00000268964	1.451	FALSE
ESAM	ENSG00000149564	1.009	FALSE
ESCO1	ENSG00000141446	0.511	FALSE
ESCO2	ENSG00000171320	1.013	FALSE
ESD	ENSG00000139684	1.515	FALSE
ESF1	ENSG00000089048	0.854	FALSE
ESM1	ENSG00000164283	0.862	FALSE
ESPL1	ENSG00000135476	0.292	TRUE
ESPN	ENSG00000187017	1.307	FALSE
ESPNL	ENSG00000144488	1.651	FALSE
ESR1	ENSG00000091831	0.456	FALSE
ESR2	ENSG00000140009	1.002	FALSE
ESRP1	ENSG00000104413	0.445	FALSE
ESRP2	ENSG00000103067	0.753	FALSE
ESRRA	ENSG00000173153	0.458	FALSE
ESRRB	ENSG00000119715	0.56	FALSE
ESRRG	ENSG00000196482	0.464	FALSE
ESS2	ENSG00000100056	0.844	FALSE
ESYT1	ENSG00000139641	0.839	FALSE
ESYT2	ENSG00000117868	0.684	FALSE
ESYT3	ENSG00000158220	1.093	FALSE
ETAA1	ENSG00000143971	0.849	FALSE
ETF1	ENSG00000120705	0.19	TRUE
ETFA	ENSG00000140374	1.166	FALSE
ETFB	ENSG00000105379	1.1	FALSE
ETFBKMT	ENSG00000139160	1.026	FALSE
ETFDH	ENSG00000171503	1.126	FALSE
ETFRF1	ENSG00000205707	1.858	FALSE
ETHE1	ENSG00000105755	0.97	FALSE
ETNK1	ENSG00000139163	0.369	TRUE
ETNK2	ENSG00000143845	1.018	FALSE
ETNPPL	ENSG00000164089	0.651	FALSE
ETS1	ENSG00000134954	0.393	TRUE
ETS2	ENSG00000157557	0.434	FALSE
ETV1	ENSG00000006468	0.658	FALSE
ETV2	ENSG00000105672	1.448	FALSE
ETV3	ENSG00000117036	0.447	FALSE
ETV3L	ENSG00000253831	1.452	FALSE
ETV4	ENSG00000175832	0.821	FALSE
ETV5	ENSG00000244405	0.233	TRUE
ETV6	ENSG00000139083	0.44	FALSE
ETV7	ENSG00000010030	1.384	FALSE
EVA1A	ENSG00000115363	1.277	FALSE
EVA1B	ENSG00000142694	1.923	FALSE
EVA1C	ENSG00000166979	0.9	FALSE
EVC	ENSG00000072840	1.134	FALSE
EVC2	ENSG00000173040	1.092	FALSE
EVI2A	ENSG00000126860	1.297	FALSE
EVI2B	ENSG00000185862	1.187	FALSE
EVI5	ENSG00000067208	0.741	FALSE
EVI5L	ENSG00000142459	0.523	FALSE
EVL	ENSG00000196405	0.501	FALSE
EVPL	ENSG00000167880	0.999	FALSE
EVPLL	ENSG00000214860	1.709	FALSE
EVX1	ENSG00000106038	1.097	FALSE
EVX2	ENSG00000174279	1.228	FALSE
EWSR1	ENSG00000182944	0.249	TRUE
EXD1	ENSG00000178997	1.536	FALSE
EXD2	ENSG00000081177	0.785	FALSE
EXD3	ENSG00000187609	1.373	FALSE
EXO1	ENSG00000174371	1.013	FALSE
EXO5	ENSG00000164002	1.049	FALSE
EXOC1	ENSG00000090989	0.686	FALSE
EXOC2	ENSG00000112685	0.626	FALSE
EXOC3	ENSG00000180104	0.475	FALSE
EXOC3L1	ENSG00000179044	1.17	FALSE
EXOC3L2	ENSG00000283632	0.687	FALSE
EXOC3L4	ENSG00000205436	1.532	FALSE
EXOC4	ENSG00000131558	0.745	FALSE
EXOC5	ENSG00000070367	0.48	FALSE
EXOC6	ENSG00000138190	0.788	FALSE
EXOC6B	ENSG00000144036	0.688	FALSE
EXOC7	ENSG00000182473	0.76	FALSE
EXOC8	ENSG00000116903	0.523	FALSE
EXOG	ENSG00000157036	1.772	FALSE
EXOSC1	ENSG00000171311	1.199	FALSE
EXOSC10	ENSG00000171824	0.852	FALSE
EXOSC2	ENSG00000130713	1.009	FALSE
EXOSC3	ENSG00000107371	1.072	FALSE
EXOSC4	ENSG00000178896	1.359	FALSE
EXOSC5	ENSG00000077348	1.136	FALSE
EXOSC6	ENSG00000223496	1.952	FALSE
EXOSC7	ENSG00000075914	1.012	FALSE
EXOSC8	ENSG00000120699	1.944	FALSE
EXOSC9	ENSG00000123737	1.121	FALSE
EXPH5	ENSG00000110723	1.142	FALSE
EXT1	ENSG00000182197	0.339	TRUE
EXT2	ENSG00000151348	0.775	FALSE
EXTL1	ENSG00000158008	0.939	FALSE
EXTL2	ENSG00000162694	1.054	FALSE
EXTL3	ENSG00000012232	0.511	FALSE
EYA1	ENSG00000104313	0.291	TRUE
EYA2	ENSG00000064655	0.647	FALSE
EYA3	ENSG00000158161	0.609	FALSE
EYA4	ENSG00000112319	0.536	FALSE
EYS	ENSG00000188107	0.96	FALSE
EZH1	ENSG00000108799	0.439	FALSE
EZH2	ENSG00000106462	0.272	TRUE
EZR	ENSG00000092820	0.697	FALSE
F10	ENSG00000126218	0.968	FALSE
F11	ENSG00000088926	1.145	FALSE
F11R	ENSG00000158769	0.9	FALSE
F12	ENSG00000131187	1.286	FALSE
F13A1	ENSG00000124491	0.734	FALSE
F13B	ENSG00000143278	0.893	FALSE
F2	ENSG00000180210	0.552	FALSE
F2R	ENSG00000181104	0.88	FALSE
F2RL1	ENSG00000164251	0.989	FALSE
F2RL2	ENSG00000164220	1.393	FALSE
F2RL3	ENSG00000127533	1.746	FALSE
